image,score,type
/home/ubuntu/logohunter/data/cropped_one/view_vulnerable_1561687260_10_3_725+CORBETT+AV+SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19_cropped_background_0.jpg,0.7986870897155361,non_soft
/home/ubuntu/logohunter/data/cropped_one/view_vulnerable_1561687281_10_3_740+MONTEREY+BL+SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19_cropped_background_0.jpg,0.7373358348968105,soft
/home/ubuntu/logohunter/data/cropped_one/view_vulnerable_1561687358_10_3_3856+19TH+ST+SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19_cropped_background_0.jpg,0.4366812227074236,soft
/home/ubuntu/logohunter/data/cropped_one/view_vulnerable_1561687476_10_3_1069+CAPP+ST+SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19_cropped_background_0.jpg,0.6832740213523132,soft
/home/ubuntu/logohunter/data/cropped_one/view_vulnerable_1561687502_10_3_313+30TH+ST+SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19_cropped_background_0.jpg,0.8113207547169812,non_soft
/home/ubuntu/logohunter/data/cropped_one/view_vulnerable_1561687759_10_4_1311+48TH+AV+SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-20_cropped_background_0.jpg,1.1993957703927491,non_soft
/home/ubuntu/logohunter/data/cropped_one/view_vulnerable_1561687806_10_4_100+SHOTWELL+ST+SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-20_cropped_background_0.jpg,1.1632047477744807,non_soft
/home/ubuntu/logohunter/data/cropped_one/view_vulnerable_1561687842_10_4_12+OAKWOOD+ST+SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-20_cropped_background_0.jpg,1.8011049723756907,unknown
/home/ubuntu/logohunter/data/cropped_one/view_vulnerable_1561687866_10_4_3449+22ND+ST+SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-20_cropped_background_0.jpg,0.47572815533980584,soft
/home/ubuntu/logohunter/data/cropped_one/view_vulnerable_1561687909_10_4_2+MAYNARD+ST+SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-20_cropped_background_0.jpg,0.6615384615384615,soft
/home/ubuntu/logohunter/data/cropped_one/view_vulnerable_1561688005_10_2_1576+GREAT+HY+SAN+FRANCISCO+Non-Compliant_cropped_background_0.jpg,1.23125,non_soft
/home/ubuntu/logohunter/data/cropped_one/view_vulnerable_1561688126_10_3_1800+20TH+AV+SAN+FRANCISCO+Work-Complete-No-CFC-Issued-yet_cropped_background_0.jpg,0.6069651741293532,soft
